ID,code,author,title,subject,publisher,publication Date,format,notes,loaned to,date from,date to
1832,621.8,"o'brien,robert",machines,physics/technology/machines,time life,1965,h/b,,,,
1833,629.2,"sutton,richard",car,physics/technology/automobiles,dk,1996,h/b+jacket,eyewitnesss guides,,,
1835,598,"dougal,robert/ede,basil",birds,biology,severn house,1980,h/b+wrapper,,,,
1837,598.0941,"hayman,burton",the birdlife of britain,biology,book club associates,1976,h/b,,,,
1841,598.07,"hanzak,jan",bird's eggs and nests,biology,hamlyn,0,h/b+wrapper,,,,
1845,gcse540,"earl,b/wilford,l.d.r",igcse chemistry,chemistry,john murray,2002,p/b,,,,
1847,822.33,anon,macbeth GCSE shakespeare,literature/drama,cgp,2002,pamphlet,,,,
1848,822.33,"shakespeare,william",macbeth,literature/drama,cgp,,pamphlet,,,,
1854,YA,"pullman,philip",the amber spyglass,Fiction,scholastic,2001,p/b,3rd part of northern lights,,,
1856,822.32,"marlowe,christopher",the complete plays,literature/drama,everyman,2001,p/b,,,,
1857,822.33,"sale,james",macbeth - york notes,literature/english/drama/elizabethan/shakespeare,longman,2001,p/b,9780582314046,,,
1858,821.914,"feinstein,elaine",ted hughes the life of a poet,literature/english/poetry/late 20th century,phoenix,2002,p/b,9780753813577,,,
1859,821byr,"byron,lord",lord byron,literature/poetry,everyman,1997,p/b,selected&edited by jane stabler,,,
1861,ms782.28,"poston,elizabeth (ed)",the penguin book of christmas carols,music/singing/carols,penguin,1966,p/b,,,,
1864,914.24,"clark,keith",beatrix potter's gloucester,travel/local interest/gloucester/literature,warne,1988,p/b,,,,
1866,GF,"dexter,colin",the remorseful day,Fiction,macmillan,1999,h/b+jacket,1st edition,,,
1867,YA,"almond,david",heaven eyes,Fiction,hodder,2000,h/b+jacket,,,,
1869,863FUE,"fuentes,carlos",the crystal frontier,Fiction,bloomsbury,1999,p/b,,,,
1870,823.914,"sinclair,iain",downriver,Fiction,paladin,1992,p/b,,,,
1871,822.33,"lucy,sean",julius caesar - york notes,literature/english/drama/elizabethan/shakespeare,longman,1980,p/b,9780582022762  longman study guides series,,,
1872,822.33,"todd,loreto",york notes on the tempset,literature/english/drama/elizabethan/shakespeare,longman,1980,p/b,l978058202309  ongman study guides series,,,
1873,853ECO,"eco,umberto",baudolino,Fiction,vintage,2003,p/b,,,,
1874,941.5,"o'brien,maire/o'brien.connor cruise",ireland,history/ireland,bca,1992,h/b+jacjet,,,,
1876,540.7,"eccles,helen/wooster,mike",revise AS chemistry,chemistry,heinemann,2000,pamphlet,,,,
1877,YA,"dickinson,peter",the kin.suth's story,Fiction,macmillan,1998,p/b,first part of series,,,
1879,433,"willman,helmut/turck,gisela/messinger,heinz",langenscheidts taschen-worterbuch,language/german,langenscheidt,1997,p/b,,,,
1880,515,"neill,hugh",help yourself to integration,mathematics/calculus,longman,2003,p/b,,,,
1881,822.33,"martin,stewart",othello - letts explore,literature/drama,letts,1997,p/b,,,,
1882,822.33,"martin,stewart",romeo and juliet - letts explore,literature/english/drama/elizabethan/shakespeare,letts,1996,p/b,9781857582505,,,
1884,823.914,"wyndham,john",the day of the triffids,literature,pengion,1975,p/b,,,,
1885,823.914,"wyndham,john",the midwich cuckoos,literature,penguin,1979,p/b,,,,
1886,495.9223,anon,the oxford modern english dictionary. english - vietnamese dictionary,language,oxford,2000,p/b,,,,
1888,813.54,"divakaruni,chitra banerjee",the mistress of spices,literature/american/prose/late 20th c,black swan,1997,p/b,9780552771474,,,
1889,759.5bot,"venturi,lionello",botticelli,art/italian painting,encyclopaedia britannica,1971,h/b,reprint of 1890,,,
1890,759.5bot,"venturi,lionello",botticelli,art/italian painting,phaidon,0,h/b+wrapper,first edition (original of 1889),,,
1891,574.028,"adds,john/larkcom,erica/miller,ruth/sutton,robin","tools,techniques and assessment in biology",biology,nelson,2001,p/b,,,,
1897,gcse540.7,"mcduell,bob",gcse chemistry,chemistry,letts,2002,p/b,,,,
1905,428,"jordan,r.r",academic writing course,languages/english,longman,2003,p/b,,,,
1906,581,"holm,eigil",the biology of flowers,botany,penguin,1979,h/b,,,,
1907,495.13,"benson,morton/benson,evelyn/ilson,robert",longman dictionary of english collocations,language,longman,1996,h/b+wrapper,,,,
1908,914.6,anon,seville & andalusia,geography/travel/spain,dk,1996,p/b,eyewitness travel guides,,,
1909,914.292,"hutton,tom",50 walks in brecon beacons and south wales,geography/travel/wales,aa,2004,p/b+plastic wrapper,,,,
1910,914.24,"noyce,roger",50 walks in warwickshire & west midlands,geography/travel/britain/west midlands,aa,2004,p/b +plastic wrap,,,,
1911,914.21,"leapman,michael",london,travel/london,dk,2004,p/b,eyewitness travel guides,,,
1912,914.11,"clough,juliet/davidson,keith/randall,sandie/scott,alastair",scotland,travel/scotland,dk,2004,p/b,eyewitness travel guides,,,
1913,822.33,"martin,stewart",romeo and juliet - letts explore,literature/english/drama/elizabethan/shakespeare,letts,1995,p/b,9781857582505,,,
1914,822.33,"shakespeare,william",romeo and juliet,literature/english/drama/elizabethan/shakespeare,everyman,1997,p/b,9780460871778,,,
1915,822.33,"shakespeare,william",romeo and juliet,literature/english/drama/elizabethan/shakespeare,penguin,1994,p/b,9780140620931,,,
1932,930.1,"children,george/nash,george",prehistoric sites of herefordshire,local interest/herefordshire/archaeology,logaston press,1994,p/b,,,,
1933,942.03,"wilson,james.m",the white book of worcester,local interest/worcester/history,llanerch publ,1999,p/b,,,,
1934,914.24/725,"salter,mike",the castles of herefordshire and worcestershire,local interest/castles,folly,2000,p/b,,,,
1936,914.24,"moore,ann",gloucestershire past,local interst/gloucestershire,alan sutton,1995,p/b,,,,
1937,914.24,"long,peter (ed)","the hidden places of herefordshire,worcestershire and shropshire",local interest,travel,1999,p/b,,,,
1944,567,"gardom,tim/milner,angela",the natural history museum book of dinosaurs,dinosaurs,virgin,1993,h/b,,,,
1946,519.5,anon,gcse statistics,mathematics,cgp,2004,pamphlet,,,,
1947,GF,"martel,yann",life of pi,Fiction,canongate,2003,p/b,,,,
1948,823.914,"self,will",great apes,literature/english/prose/late 2oth c,penguin,1998,p/b,9780140268003,,,
1949,813.54,"guterson,david",east of the mountains,Fiction,bloomsbury,2000,p/b,,,,
1950,823.914,"tremain,rose",sacred country,Fiction,qpd,1992,p/b,,,,
1951,813.54,"findley,timothy",pilgrim,Fiction,faber,1999,p/b+wrapper,,,,
1953,791.4301,"stephenson,ralph/phelps,guy",the cinema as art,arts and recreation/public performance/cinema,penguin,1989,p/b,,,,
1954,468,"kattan-ibarra,juan",teach yourself spanish,language,hodder and stoughton,1992,p/b,,,,
1955,823.8,"hornung,e.w",the collected raffles stories,literature,oxford,1996,p/b,,,,
1957,823.8,"dickens,charles",a tale of two cities,literature,penguin,1994,p/b,donated by hien du,,,
1958,823.8,"dickens,charles",david copperfield,literature/prose,penguin,1994,p/b,donated by hien thanh du,,,
1961,576,"schlegel,hans.g",general microbiology,biology/chemistry,cambridge,1995,p/b,7th edition,,,
1966,510.7,"moss,cyril/kenwood,michael",longman exam practice kits A-level mathematics,mathematics,longman,1997,p/b,,,,
1973,914.27,"unsworth,walt",the batsford colour book of the lake district,geography/travel/britain,batsford,1974,h/b+wrapper+plastic wrap,,,,
1979,gcse540.7,"parsons, richard",GCSE double science,chemistry,cgp,2002,p/b,5th ed,,,
1980,808,"mccallum,chriss",writing for publication,literature/authorship,how to books,1998,p/b,4th edition,,,
1981,808.4,"watson,george",writing a thesis,literature/writing/essays,longman,1987,p/b,,,,
1982,808.4,"lewis,roger",how to write essays,literature/writing/essays,heinemann,1979,p/b,,,,
1992,808.8,"cohen,j.m/cohen,m.j",the penguin dictionary of modern quotations,literature/english/quotations,penguin,1971,p/b,,,,
1994,808.8,"phelps,barry",you don't say!,litetature/english/quotations,macmillan,1995,p/b,,,,
1995,808.8,"beal,george",fun with english modern quotations,literature/english/quotations,chambers,1993,p/b,,,,
1996,808.8,"sutherland,james (ed)",the oxford book of literary anecdotes,literature/english/anecdotes,oxford,1975,p/b,,,,
1997,808.8,"auden,w.h/kronenberger,louis (eds)",the faber book of aphorisms,literature/english/aphorisms,faber,1970,p/b,,,,
1998,809,"grigson,geoffrey (ed)",the concise encyclopedia of modern world literature,literature/world,hutchinson,1970,h/b+wrapper+plastic wrap,,,,
1999,810.8,"miller,john (ed)",san francisco stories,literature/american/san francisco,chronicle books,1990,p/b,,,,
2001,811.54,"walker,alice",her blue body everything we know,literature/american/poetry/late 20th century,the women's press,1991,p/b,9780704343221,,,
2003,811.54,"wantling,william",the awakening,literature/american/poetry/late 20th century,rapp&whiting,1968,h/b+wrapper+plastic wrap,,,,
2004,812.52,"miller,arthur",death of a salesman,literature/american/drama/early 20th century,heinemann,1978,h/b,,,,
2005,812.52,"miller,arthur",death of a salesman,literature/american/drama/early 20th century,penguin,1979,p/b,,,,
2007,813bow,"bowles,paul",the sheltering sky,literature/american/prose,penguin,2000,p/b,,,,
2008,813cra,"crane,stephen",the portable stephen crane,literature/american/prose,penguin,1979,p/b,,,,
2009,813fit,"fitzgerald,f.scott",the great gatsby,literature/american/prose,penguin,1994,p/b,,,,
2010,813fit,"fitzgerald,f.scott",the great gatsby,literature/american/prose,penguin,1982,p/b,,,,
2011,813haw,"hawthorne,nathaniel",the scarlet letter,literature/american/prose,penguin,1994,p/b,,,,
2012,813hem,"hemingway,ernest",hemingway,literature/american/prose,heinemann/octopus,1977,h/b,6 novels,,,
2014,813hem,"hemingway,ernest",islands in the stream,literature/american/prose,penguin,1983,p/b,,,,
2017,813irv,"irving,washington",tales of the alhambra,literature/american/prose,everest,1983,h/b,,,,
2018,813jam,"james,henry",the portrait of a lady,literature/american/prose,penguin,1997,p/b,,,,
2019,813lee,"lee,harper",to kill a mockingbird,literature/american/prose,pan,1976,p/b,,,,
2020,813lon,"london,jack",the call of the wild & white fang,literature/american/prose,wordsworth,1992,p/b,,,,
2021,813mil,"miller,henry",tropic of cancer,literature/american/prose,bca,1982,h/b+wrapper,,,,
2023,813mit,"edwards,anne",the road to tara,literature/american/prose,hodder & stoughton,1983,h/b+wrapper,first edition,,,
2026,813poe,"poe,edgar allan",poe's tales of mystery and imagination,literature/american/prose,everyman,1925,h/b,,,,
2030,813ste,"steinbeck,john",the grapes of wrath,literature/american/prose,penguin,1984,p/b,,,,
2032,813twa,"twain,mark",the adventures of tom sawyer,literature/american/prose,penguin,1994,p/b,,,,
2033,813twa,"twain,mark",the adventures of tom sawyer,literature/american/prose,penguin,1994,p/b,,,,
2034,813wha,"wharton,edith",edith wharton,literature/american/prose,chancellor,1994,p/b,,,,
2035,813wil,"williams,william carlos",the doctor stories,literature/american/prose,faber,1984,p/b,compiled by robert coles,,,
2037,813,"cochrane,james (ed)",the penguin book of american short stories,literature/american/prose,penguin,1976,p/b,,,,
2038,813.509,"bradbury,malcolm",the modern american novel,american prose/late 20th c,oxford,1984,p/b,,,,
2040,818lar,"larson,gary",the prehistory of the far side,literature/american/humour,futura,1990,p/b,,,,
2041,820.9,"stapleton,michael",the cambridge guide to english literature,literature/english,bca,1983,h/b+wrapper,,,,
2042,809.89,"moers,ellen",literary women,literature/women,the womens press,1986,p/b,,,,
2049,821.007,"cadden,john",poetry appreciation for A-level,literature/english/poetry,hodder & Stoughton,1991,p/b,9780713176094,,,
2050,895.11,"burnett,david/cayley,john",mirror & pool,literature/chines/poetry,wellsweep,1991,p/b,9780948454127,,,
2051,821.6,"burns,robert",robert burns,literature/english/poetry/18th c,penguin,1975,p/b,"selected by beattie,william/meikle,henry.w",,,
2055,821.8,"browning,elizabeth barrett",how do I love thee,literature/english/poetry,phoenix,1996,p/b,9781857996555,,,
2057,ms787.8,"chapman,richard",the complete guitarist,music/guitar,covent garden books,1998,h/b+wrapper,old dorling kindersley title,,,
2059,821.912,"brooke,rupert",the poetical works of rupert brooke edited by geoffrey keynes,literature/english/poetry/early 20th century,faber,1970,p/b,0571047081,,,
2061,821.7,"blake,william",selectd poems,literature/english/poetry/18th c,heinemann,1981,p/b,edited by f.w.bateson,,,
2062,821.7,"blake,william",the works of william blake,literature/english/poetry/18th c,wordsworth,1994,p/b,,,,
2063,821ber,"beresford,anne",landscape with figures,literature/poetry,agenda,1994,p/b,,,,
2067,821cha,"chaucer,geoffrey",the canterbury tales,literature/poetry,penguin,1972,p/b,,,,
2068,821cha,"chaucer,geoffrey",the wife of bath's prologue & tale,literature/poetry,cambridge,1994,p/b,,,,
2071,821cha,"tasioulas,j.a",the wife of bath's prologue and tale,literature/poetry,longman,1998,p/b,,,,
2073,821.914,"cope,wendy",making cocoa for kingsley amis,literature/english/poetry/late 20th century,faber,1988,p/b,9780571137473,,,
2075,821.914,"davie,ian",roman pentecost,literature/poetry/english/late 20th century,hamish hamilton,1970,h/b+wrapper+plasic wrap,241018080 first edition,,,
2076,821.914,"dash,tony",from the debris,literature/english/poetry/late 20th century,migrant,1981,pamphlet,,,,
2078,821914,"doug,roshan",delusions,literature/english/poetry/late 20th century,charles green,1995,p/b,9780952628309,,,
2080,821.914,"duffy, carol ann",selected poems,literature/english/poetry/late 20th century,penguin,1994,p/b,9780140587357,,,
2082,821.912,"eliot,t.s",selected poems,"821
literature/english/poetry/early 20th century",faber,1967,p/b,571092780,,,
2083,821eli,"southam,b.c",a student's guide to the selected poems of t.s eliot,literature/poetry,faber,1969,p/b,,,,
2084,821.912,eliot.t.s,four quartets,"literature/english/poetry,early 20th century",faber,1968,p/b,,,,
2085,821.914,"fanthorpe,u.a",safe as houses,literature/english/poetry/late 20th century,peterloo,1995,p/b,9781885266262,,,
2086,821.914,"fenton,james",the memory of war/children in exile,literature/english/poetry/late 20th century,penguin,1987,p/b,,,,
2088,821hal,"halley,anne",between wars,literature/poetry,university of massachusetts,1966,h/b+wrapper+plastic wrap,,,,
2089,821.8,"hardy,thomas",collected poems of thomas hardy,literature/english/poetry/victorian,macmillan,1925,h/b,,,,
2090,821.914,"heaney,seamus",new selected poems,literature/english/poetry/late 20th century,faber,1990,p/b,9780571143726,,,
2091,821.914,"maguire,aisling",york notes on selected poems seamus heaney,literature/english/poetry/late 20th century,longman,1989,p/b,0582023068,,,
2093,821hop,"hopkins,gerard manley",the works of gerard manley hopkins,literature/poetry,wordsworth,1994,p/b,,,,
2095,821.914,"hughes,ted",the iron wolf: collected animal poems volume 1,literature/english/poetry/late 20th century,faber,1995,p/b,9780571176229,,,
2096,873.01,ovid,tales from ovid,literature/latin/poetry/,faber,1997,p/b,9780571191031  translated by ted hughes,,,
2097,821.914,"hughes,ted",what is the truth? Collected animal poems volume 2,literature/english/poetry/late 20th century,faber,1995,p/b,9780571176243,,,
2098,821.914,"hughes,ted",the hawk in the rain,literature/english/poetry/late 20th century,faber,1970,p/b,,,,
2101,826kea,"keats,john",letters of john keats,literature/letters/poetry/english,university of london,1965,h/b,edited by stanley gardner,,,
2102,821.7,"keats,john",the works of john keats,literature/english/poetry/19th c,wordsworth,1994,p/b,,,,
2103,821.8,"kipling,rudyard",the works of rudyard kipling,literature/english/poetry/victorian,wordsworth,1994,p/b,9781853264054,,,
2105,821.914,"larkin,philip",the whitsun weddings,literature/english/poetry/late 20th century,faber,1986,p/b,9780571097104,,,
2106,821.912,"lawrence,d.h",selected poems,literature/english/poetry/early 20th century,penguin,1972,p/b,,,,
2111,811.54,merrill,divine comedies,literature/american/poetry/late 20th century,oxford,1976,p/b,0192118676,,,
2112,821.4,"milton,john",the works of john milton,literature/english/poetry/17th c,wordsworth,1994,p/b,9781853264108,,,
2114,811.54,"olds,jennifer",an extra half-acre,literature/american/poetry/late 20th century,staple,1992,p/b,0951052365,,,
2115,821.914,"patten,brian",vanishing trick,literature/poetry,unwin,1981,p/b,0048210498,,,
2116,821.914,"shuttle,penelope",the lion from rio,literature/english/poetry/late 20th century,oxford,1986,p/b,9780192819741,,,
2117,821.3,"shakespeare,william",the sonnets,literature/english/poetry,cup,1976,p/b,,,,
2121,821.912,"fitzgibbon,constantine",the life of dylan thomas,literature/english/poetry/early 20th century,ru,1966,h/b+wrapper+plastic wrap,,,,
2122,821.912,"thomas,dylan",selected poems,literature/english/poetry/early 20th century,everyman,1993,p/b,9780460872980,,,
2123,821.914,"thomas,r.s",collected poems,literature/english/poetry/late 20th c,dent,1993,h/b+wrapper+plasticwrap,9780460860802  first edition,,,
2124,821.7,"wordsworth,william",the works of william wordsworth,literature/english/poetry/19th c,wordsworth,1994,p/b,,,,
